;data_pregao;codbdi;sigla_acao;preco_fechamento
56800;2016-08-01;2;USSX34;87.51
56811;2016-08-01;2;VLOE34;84.61
57384;2016-08-03;2;ESTR3;2.0
58111;2016-08-05;2;CEDO3;6.98
58652;2016-08-08;12;HTMX12B;9.8
58840;2016-08-08;2;VSPT3;3.05
60580;2016-08-15;2;BMIN3;0.98
60626;2016-08-15;2;CHKE34;17.55
60887;2016-08-15;12;SCPF11;40.0
61617;2016-08-17;2;MRSA5B;3.0
62883;2016-08-22;2;SANC34;27.39
62907;2016-08-22;2;STBP3;2.76
63146;2016-08-23;2;FSLR34;60.95
63191;2016-08-23;12;JPPC11;1000.01
66680;2016-09-05;12;FIIB12;16.0
66803;2016-09-05;2;REDE4;2.55
67612;2016-09-08;2;REDE3;2.2
67715;2016-09-09;2;ALUP4;4.7
67764;2016-09-09;2;CALI4;145.0
68522;2016-09-13;12;BCRI12;6.0
72227;2016-09-26;12;KNIP11;101.32
72298;2016-09-26;2;PTNT3;6.2
73069;2016-09-28;2;MERC3;7.5
74053;2016-10-03;2;AETB34;369.64
74180;2016-10-03;2;DUKB34;255.07
74489;2016-10-04;2;ALUP3;5.35
76028;2016-10-10;2;AIGB34;194.7
77203;2016-10-14;12;AQLL11;505.1
78313;2016-10-18;12;REIT11B;1198.47
79325;2016-10-21;12;CNES12B;1.92
80268;2016-10-25;2;GMCO34;99.42
80336;2016-10-25;2;MAPT3;6.3
81370;2016-10-28;2;AALR3;19.2
83745;2016-11-07;2;TESA3;13.04
83975;2016-11-08;2;HETA3;4.0
85191;2016-11-11;12;FPNG11;0.2
86259;2016-11-16;2;UBSG34;54.76
86529;2016-11-17;2;LFFE3;0.97
86530;2016-11-17;2;LFFE4;1.2
95346;2016-12-19;2;TGLT32;20.0
98542;2017-01-02;2;ADHM3;0.79
103980;2017-01-19;2;TSLA34;195.5
106719;2017-01-31;2;GPRO34;33.32
108747;2017-02-07;2;BSLI3;27.5
108840;2017-02-07;12;EURO12;15.1
109375;2017-02-08;2;MOVI3;7.3
111066;2017-02-14;2;PARD3;20.7
111649;2017-02-16;2;BBTG12;0.5
111666;2017-02-16;2;BPAC11;17.5
114748;2017-03-01;2;LBRN34;41.17
114758;2017-03-01;2;LUXM4;13.3
115724;2017-03-06;2;AALL34;141.31
116359;2017-03-07;12;FTCE11B;2910.73
118090;2017-03-13;2;RAIL3;8.74
119611;2017-03-17;2;MGEL4;6.72
121002;2017-03-23;2;ATOM3;4.88
122497;2017-03-28;2;RNEW4;0.2
122675;2017-03-29;2;CRPG3;20.62
123007;2017-03-30;12;BCFF12B;0.2
123664;2017-03-31;2;RSUL4;18.2
124536;2017-04-04;2;SULA4;10.0
126245;2017-04-11;2;AZUL4;22.4
127744;2017-04-17;2;SULA3;12.0
129001;2017-04-24;2;BDLL3;51.0
130955;2017-05-02;12;ALMI11;1799.5
131047;2017-05-02;12;CNES11;95.0
131090;2017-05-02;12;EDGA11;54.0
131111;2017-05-02;12;FAED11;229.0
131119;2017-05-02;12;FEXC11;103.1
131134;2017-05-02;12;FVBI11;100.0
131154;2017-05-02;12;HCRI11;324.99
131165;2017-05-02;12;HTMX11;124.0
131184;2017-05-02;12;JRDM11;85.2
131236;2017-05-02;12;NSLU11;215.0
131348;2017-05-02;12;TRNT11;167.0
131621;2017-05-03;12;MAXR11;1703.1
131769;2017-05-03;2;WIZS3;19.5
131944;2017-05-04;12;GGRC11;102.3
132110;2017-05-04;2;TEND3;14.65
132573;2017-05-08;2;ARNC34;86.74
132737;2017-05-08;12;FLRP11;1090.0
133770;2017-05-10;2;TAEE4;12.0
135824;2017-05-17;2;TAEE3;8.0
140121;2017-06-01;12;CEOC11;80.1
140203;2017-06-01;12;FCFL11;1910.0
140320;2017-06-01;12;OUJP11;107.5
140411;2017-06-01;12;THRA11;107.0
146889;2017-06-26;2;WLMM4;3.5
150449;2017-07-07;2;SOND3;34.8
150503;2017-07-07;2;WLMM3;6.4
150923;2017-07-11;2;BALM3;5.31
153571;2017-07-19;2;FMXB34;323.85
153936;2017-07-20;2;CRFB3;14.9
155243;2017-07-25;2;GBIO33;27.27
156039;2017-07-27;12;FISD11;203.32
156914;2017-07-31;2;IRBR3;29.29
156981;2017-07-31;2;OMGE3;16.5
158287;2017-08-03;2;OGSA3;2.59
158288;2017-08-03;2;OGXP3;4.27
160111;2017-08-10;2;ANDV34;148.06
162432;2017-08-17;12;DOVL11B;1285.69
164842;2017-08-24;12;TGAR11B;110.0
169522;2017-09-11;2;ODER4;11.01
169547;2017-09-11;2;PPLA11;2.97
169548;2017-09-11;2;PPLA35;1.71
169549;2017-09-11;2;PPLA36;3.5
171137;2017-09-15;12;FFCI12;0.26
171322;2017-09-15;12;RBRF11;102.95
172875;2017-09-21;2;DMMO3;1.48
175025;2017-09-28;2;CAML3;8.99
182206;2017-10-23;2;SMLS3;91.0
183803;2017-10-27;2;NORD3;5.99
185265;2017-11-01;12;VISC11;102.0
187772;2017-11-10;2;SUZB3;20.56
188754;2017-11-16;2;AFLU5;5.1
190456;2017-11-22;2;SAPR11;60.48
193186;2017-12-01;12;BCFF11;78.5
197546;2017-12-15;2;BRDT3;16.0
198000;2017-12-18;2;BKBR3;17.65
198098;2017-12-18;2;DWDP34;236.1
198236;2017-12-18;12;MALL11;101.97
199684;2017-12-21;12;UBSR11;100.5
199792;2017-12-22;12;BZLI11;12.48
201548;2017-12-28;12;XPML11;100.16
202479;2018-01-04;12;ALZR11;100.9
211829;2018-02-01;2;JPSA4;23.0
215534;2018-02-15;2;JPSA3;25.0
216467;2018-02-19;12;NPAR11;111.1
218789;2018-02-26;12;KINP11;10.0
218896;2018-02-26;12;REIT11;1223.0
220158;2018-03-01;12;HFOF11;100.0
221125;2018-03-05;2;LIQO3;4.28
222451;2018-03-08;12;IRDM11;100.99
223451;2018-03-12;2;MRSA6B;9.62
226752;2018-03-21;12;VISC12;0.55
227740;2018-03-26;2;B3SA3;25.66
230340;2018-04-03;12;MGFF11;100.5
235287;2018-04-18;12;NVHO11;6.5
236485;2018-04-23;2;GNDI3;20.25
236720;2018-04-23;12;UBSR12;1.25
237457;2018-04-25;2;HAPV3;28.85
238134;2018-04-26;12;VTLT11;101.0
238687;2018-04-30;2;BIDI11;74.0
238754;2018-04-30;2;CPLE5;27.51
239573;2018-05-02;12;WPLZ11;68.53
239917;2018-05-03;12;RDPD11;110.0
240337;2018-05-04;12;RBRR11;101.2
241616;2018-05-09;12;HGCR12;1.0
242116;2018-05-10;12;JSRE12;0.25
242368;2018-05-11;2;BIDI4;18.4
245936;2018-05-22;12;OUCY11;103.0
250917;2018-06-07;12;HBTT11;1088.19
251169;2018-06-07;12;XPLG11;92.33
256219;2018-06-22;12;XPML12;0.01
262815;2018-07-16;12;SDIL12;0.03
263206;2018-07-17;12;ORPD11;116.46
263832;2018-07-18;12;VOTS11;89.0
266826;2018-07-27;12;HGRU11;110.0
267932;2018-07-31;12;VGIR11;100.0
271392;2018-08-10;12;KNHY11;103.76
272883;2018-08-15;12;RBRP11;80.3
273039;2018-08-16;12;BCFF12;0.24
275121;2018-08-22;12;HUSC11;105.0
280147;2018-09-05;12;WTSP11B;75.0
286123;2018-09-25;12;MALL12;0.01
288204;2018-10-01;12;TGAR11;120.55
290252;2018-10-08;12;ATSA11;103.01
290619;2018-10-08;12;RBRF12;0.35
292290;2018-10-11;12;XPIN11;110.0
292396;2018-10-15;2;CELP6;1.51
295924;2018-10-24;2;BPAR3;151.0
296099;2018-10-24;12;HMOC11;175.99
296874;2018-10-26;12;BPFF12;0.35
296893;2018-10-26;2;CALI3;98.18
298290;2018-10-30;12;UBSR13;1.9
303322;2018-11-16;12;LVBI11;100.0
305198;2018-11-23;12;PDDA11B;100.0
305278;2018-11-23;2;SPRT3B;1.0
305717;2018-11-26;12;RBRR12;0.79
310546;2018-12-11;12;DMAC11;949.97
314301;2018-12-21;12;FISC11;1000.0
314394;2018-12-21;2;LOGG3;17.5
314528;2018-12-21;12;STRX11;15816.0
314620;2018-12-26;2;APER3;18.75
317292;2019-01-04;12;BTCR11;98.43
322137;2019-01-18;12;VSHO11;130.0
322590;2019-01-21;12;VGIR12;0.38
325484;2019-01-30;12;TORM13;103.7
326948;2019-02-04;12;TOUR12;102.48
329211;2019-02-11;12;TOUR13;107.76
331308;2019-02-18;2;SQIA3;27.45
333776;2019-02-25;12;KFOF11;99.5
334736;2019-02-28;2;ANDG3B;153.0
340188;2019-03-19;12;VILG11;111.0
344992;2019-04-02;12;PATC11;99.97
346572;2019-04-08;2;EMAE3;3.01
349103;2019-04-15;12;ALZR12;0.32
349770;2019-04-17;2;CNTO3;12.3
351724;2019-04-24;2;ENAT3;14.64
352520;2019-04-25;12;XPHT12;106.0
352523;2019-04-25;12;XPLG12;0.35
352912;2019-04-26;12;FRBR11;103.71
353485;2019-04-29;12;RECT11;100.5
353927;2019-04-30;12;GSFI11;5.4
354249;2019-05-02;2;MKLC34;211.32
354464;2019-05-02;12;OULG11B;106.0
354474;2019-05-02;12;RBED11;171.5
354479;2019-05-02;12;RBVA11;1215.1
354506;2019-05-02;12;XPHT11;102.0
355692;2019-05-07;2;MELI34;215.56
357343;2019-05-13;2;ADBE34;216.97
357460;2019-05-13;2;DEEC34;297.15
357481;2019-05-13;2;EQIX34;380.17
357581;2019-05-13;2;NVDC34;161.63
357606;2019-05-13;2;PYPL34;214.38
357682;2019-05-13;2;UNHH34;190.73
359865;2019-05-20;2;DGCO34;248.42
359895;2019-05-20;2;FASL34;267.85
359940;2019-05-20;2;JBDU12;4.5
360056;2019-05-20;2;SIMN34;176.73
360145;2019-05-20;12;CRFF11;95.0
360294;2019-05-21;2;BKNG34;290.11
360466;2019-05-21;2;MUTC34;145.35
360841;2019-05-22;2;EXGR34;236.85
361126;2019-05-22;12;RBRY11;104.0
361331;2019-05-23;2;JBDU11;5.1
361483;2019-05-23;2;WGBA34;104.6
362455;2019-05-27;12;HFOF13;0.25
362557;2019-05-28;2;AVGO34;205.0
362720;2019-05-28;2;INTU34;257.73
362760;2019-05-28;2;MCOR34;192.15
363900;2019-05-30;12;MGFF12;0.53
364875;2019-06-03;12;HGPO11;183.52
367292;2019-06-10;12;OUJP12;0.7
368535;2019-06-13;2;SLBC34;77.31
369668;2019-06-18;2;ADPR34;326.26
369739;2019-06-18;2;CAON34;176.71
369755;2019-06-18;2;CHCM34;308.06
369756;2019-06-18;2;CHME34;190.46
369764;2019-06-18;2;CNIC34;178.16
369785;2019-06-18;2;CSXC34;150.63
369792;2019-06-18;2;DDNB34;290.64
369807;2019-06-18;2;ELCI34;346.84
369889;2019-06-18;2;KMIC34;80.67
369904;2019-06-18;2;LOWC34;193.31
369921;2019-06-18;2;MOOO34;194.33
369933;2019-06-18;2;NEXT34;199.14
369936;2019-06-18;2;NOCG34;242.59
369943;2019-06-18;2;OXYP34;97.54
369957;2019-06-18;2;PNCS34;259.84
369979;2019-06-18;2;REGN34;238.24
370007;2019-06-18;2;SPGI34;219.77
370011;2019-06-18;2;STZB34;177.09
370031;2019-06-18;2;TJXC34;209.86
370059;2019-06-18;2;VRTX34;172.38
370914;2019-06-21;2;PHMO34;148.72
371093;2019-06-21;12;LOFT11B;100.3
371569;2019-06-24;12;GTWR11;101.99
372363;2019-06-26;2;NEOE3B;16.0
373819;2019-07-01;2;NEOE3;16.96
377003;2019-07-11;2;APTV34;144.44
377009;2019-07-11;2;ATVI34;173.95
377012;2019-07-11;2;AWII34;365.45
377016;2019-07-11;2;AZOI34;214.02
377068;2019-07-11;2;CAPH34;129.36
377088;2019-07-11;2;CHDC34;279.19
377092;2019-07-11;2;CINF34;198.71
377095;2019-07-11;2;CLXC34;143.97
377111;2019-07-11;2;CPRL34;220.23
377112;2019-07-11;2;CRDA34;183.25
377115;2019-07-11;2;CRIN34;168.75
377135;2019-07-11;2;DBAG34;27.65
377136;2019-07-11;2;DCVY34;118.28
377144;2019-07-11;2;DLTR34;209.17
377150;2019-07-11;2;DVAI34;209.63
377151;2019-07-11;2;EAIN34;173.16
377184;2019-07-11;2;FFTD34;104.04
377188;2019-07-11;2;FLTC34;271.65
377207;2019-07-11;2;GPRK34;67.61
377229;2019-07-11;2;ISBC34;41.67
377252;2019-07-11;2;KMPR34;164.69
377256;2019-07-11;2;LBRD34;201.46
377271;2019-07-11;2;LSXM34;148.76
377312;2019-07-11;2;ORLY34;290.31
377366;2019-07-11;2;SBNY34;234.08
377386;2019-07-11;2;SRXM34;22.56
377407;2019-07-11;2;THGI34;241.17
377418;2019-07-11;2;TPRY34;108.85
377425;2019-07-11;2;TSNF34;305.42
377441;2019-07-11;2;VFCO34;163.03
377442;2019-07-11;2;VIAM34;117.01
377448;2019-07-11;2;VLYB34;40.1
377449;2019-07-11;2;VRSN34;204.85
377453;2019-07-11;2;WABC34;163.68
377455;2019-07-11;2;WATC34;202.4
377464;2019-07-11;2;XRAY34;213.17
377465;2019-07-11;2;YUMR34;206.82
377519;2019-07-11;12;HCTR11;1112.0
378648;2019-07-15;12;OUFF11;100.0
380176;2019-07-19;2;BIDI3;28.98
381473;2019-07-23;2;YDUQ3;34.36
385894;2019-08-05;12;HABT11;100.01
385988;2019-08-06;2;ALSO3;35.0
386428;2019-08-06;12;LVBI13;4.75
387365;2019-08-08;12;BARI11;108.71
387984;2019-08-09;12;SADI11;102.99
390500;2019-08-16;12;HSML11;102.1
390505;2019-08-16;12;JSRE13;0.58
390606;2019-08-19;2;BBSD11;80.85
390625;2019-08-19;2;BOVA11;95.77
390626;2019-08-19;2;BOVB11;99.42
390627;2019-08-19;2;BOVV11;99.95
390635;2019-08-19;2;BRAX11;82.45
390707;2019-08-19;2;DIVO11;57.75
390713;2019-08-19;2;ECOO11;104.55
390737;2019-08-19;2;FDES11;0.25
390740;2019-08-19;2;FIND11;114.76
390744;2019-08-19;2;FNAM11;0.12
390745;2019-08-19;2;FNOR11;0.21
390746;2019-08-19;2;FPOR11;1.36
390748;2019-08-19;2;FSPE11;0.27
390749;2019-08-19;2;FSRF11;0.2
390750;2019-08-19;2;FSTU11;0.28
390764;2019-08-19;2;GOVE11;43.1
390785;2019-08-19;2;ISUS11;33.9
390791;2019-08-19;2;IVVB11;127.11
390822;2019-08-19;2;MATB11;28.1
390860;2019-08-19;2;PIBB11;168.57
390908;2019-08-19;2;SMAL11;108.05
390911;2019-08-19;2;SPXI11;124.45
390969;2019-08-19;2;XBOV11;97.79
390970;2019-08-19;2;XPIE11;103.0
390971;2019-08-19;2;XPOM11;100.0
393418;2019-08-26;2;ESUD11;1530.02
394211;2019-08-27;12;HGFF11;103.7
394253;2019-08-27;12;RBFF11;88.0
395946;2019-09-02;2;FCCQ11;3.0
397294;2019-09-04;12;OUCY12;0.6
398914;2019-09-09;12;YCHY11;1000.0
399922;2019-09-11;12;XPLG13;0.9
404458;2019-09-24;12;RBCO12;1.01
404723;2019-09-25;2;FOXC34;133.67
405024;2019-09-25;12;BPRP11;106.77
405555;2019-09-26;12;CVBI11;102.0
405646;2019-09-26;12;SDIP11;99.26
406156;2019-09-27;12;RCFA11;2.0
408834;2019-10-04;12;SHDP11B;1210.05
408841;2019-10-04;12;TOUR11;103.86
409843;2019-10-08;12;XPML13;3.51
410725;2019-10-10;2;VIVA3;24.11
410980;2019-10-11;2;COGN3;10.65
411322;2019-10-11;12;IBFF11;99.5
412430;2019-10-15;12;VERE11;263.89
412836;2019-10-16;12;DAMT11B;1.42
413422;2019-10-17;12;RBCO11;107.98
415389;2019-10-23;2;TXSA34;76.85
416119;2019-10-25;2;ABUD34;330.6
416280;2019-10-25;2;FMSC34;133.2
416377;2019-10-25;2;NOKI34;15.3
416467;2019-10-25;2;TSMC34;206.55
416472;2019-10-25;2;ULEV34;238.35
416688;2019-10-28;2;BMGB11;46.0
416723;2019-10-28;2;CEAB3;17.01
416912;2019-10-28;2;PTCH34;210.3
417066;2019-10-28;12;HSML12;0.06
417630;2019-10-29;12;RSPD11;1100.0
417769;2019-10-30;2;CRIP34;128.7
418401;2019-10-31;2;JDCO34;125.42
418764;2019-11-01;2;BCSA34;15.93
419276;2019-11-01;12;TGAR12;0.68
419811;2019-11-04;12;RECT12;0.18
420213;2019-11-05;2;VIGT11;103.8
420247;2019-11-05;12;BPML11;112.0
420867;2019-11-06;12;RCRB11;189.0
421749;2019-11-08;2;SNEC34;252.15
422381;2019-11-11;12;ARRI11;101.0
422838;2019-11-12;2;TASA3;4.9
422839;2019-11-12;2;TASA4;4.98
422980;2019-11-12;12;PLCR11;99.5
422985;2019-11-12;12;QAGR11;102.4
424000;2019-11-14;12;MXRF12;0.16
424545;2019-11-18;12;PRSN11B;0.36
426026;2019-11-22;2;STMN34;100.7
426159;2019-11-22;12;JPPA11;110.0
427791;2019-11-27;12;OULG12B;1.6
428306;2019-11-28;12;RBRP12;0.5
428333;2019-11-28;12;VINO11;63.3
428394;2019-11-29;2;BMGB4;8.4
429326;2019-12-02;12;BTLG11;103.45
429486;2019-12-03;2;BABA34;819.11
430942;2019-12-05;12;BRCO11;112.0
431606;2019-12-06;12;VISC13;2.74
432168;2019-12-09;12;XPPR11;103.5
432638;2019-12-10;12;MCCI11;105.85
435196;2019-12-17;2;ASML34;1200.14
435222;2019-12-17;2;BHPG34;225.82
435226;2019-12-17;2;BIDU34;504.73
435228;2019-12-17;2;BILB34;22.79
435268;2019-12-17;2;CAJI34;115.32
435315;2019-12-17;2;CRHP34;161.97
435341;2019-12-17;2;DEOP34;672.82
435437;2019-12-17;2;HOND34;119.07
435446;2019-12-17;2;INGG34;49.67
435526;2019-12-17;2;NETE34;1235.42
435530;2019-12-17;2;NMRH34;21.0
435549;2019-12-17;2;PHGN34;197.47
435579;2019-12-17;2;RDSA34;238.99
435584;2019-12-17;2;RIOT34;239.6
435594;2019-12-17;2;SAPP34;548.59
435631;2019-12-17;2;TAKP34;82.78
435648;2019-12-17;2;TLNC34;30.18
435649;2019-12-17;2;TMCO34;582.13
435863;2019-12-17;12;XPCI11;102.0
436040;2019-12-18;2;EQPA3;2.89
436041;2019-12-18;2;EQPA5;6.0
436156;2019-12-18;2;NTCO3;36.76
436615;2019-12-19;2;EQPA7;6.25
437566;2019-12-23;2;A1LX34;225.97
437652;2019-12-23;2;CAMB3;6.5
437743;2019-12-23;2;F1NI34;141.63
437961;2019-12-23;2;U1BE34;125.11
438064;2019-12-23;12;HLOG11;124.0
438080;2019-12-23;12;LGCP11;103.0
438564;2019-12-26;12;BICR11;132.0
438621;2019-12-26;12;HPDP11;111.5
439261;2019-12-27;12;NEWL11;123.9
439286;2019-12-27;12;RBIV11;102.0
439835;2019-12-30;12;LUGG11;120.99
440071;2020-01-02;2;EQPA6;10.01
440129;2020-01-02;2;K1SS34;200.0
440316;2020-01-02;12;CPFF11;108.85
440541;2020-01-06;2;A1DM34;186.19
441439;2020-01-06;2;S1YF34;146.0
441654;2020-01-03;12;VVPR11;113.0
441656;2020-01-06;2;W1DC34;257.54
441682;2020-01-03;12;XPCI12;2.32
441708;2020-01-07;2;A1MD34;200.16
441709;2020-01-07;2;A1MT34;255.86
442962;2020-01-07;2;I1VZ34;72.9
443713;2020-01-10;12;SARE11;111.99
443950;2020-01-09;12;UBSR16;108.0
444176;2020-01-23;2;A1PA34;125.4
444758;2020-01-14;2;BOBR3;1.0
444995;2020-01-16;2;C1CL34;215.0
446480;2020-01-23;12;HRDF11;2.1
446996;2020-01-23;2;M1RO34;50.68
448602;2020-01-23;12;TRXF11;118.0
449385;2020-01-31;2;B1SX34;180.72
450004;2020-01-29;2;C1IC34;214.7
450581;2020-01-31;2;D1OM34;183.75
450853;2020-02-05;2;EQMA3B;50.5
450940;2020-01-31;2;F1IS34;255.04
451662;2020-01-31;2;J1CI34;179.78
451871;2020-02-04;2;L1RC34;346.79
452229;2020-02-05;2;MTRE3;20.8
452275;2020-02-05;2;N1XP34;286.81
452815;2020-02-04;12;RBFF12;3.99
453044;2020-02-05;2;S1TX34;235.28
453257;2020-01-24;12;SNCR11;105.0
453339;2020-01-31;2;T1EC34;69.8
453341;2020-01-31;2;T1MU34;170.88
453342;2020-01-31;2;T1SO34;301.92
453632;2020-01-30;2;U1AL34;160.5
453745;2020-01-28;12;VCJR11;105.3
454046;2020-01-30;12;XPIN12;19.0
454097;2020-02-07;2;A1AP34;143.12
454101;2020-02-18;2;A1BM34;182.2
454102;2020-02-18;2;A1DI34;257.52
454103;2020-02-10;2;A1EP34;220.81
454106;2020-02-07;2;A1KA34;208.58
454110;2020-02-14;2;A1LB34;390.5
454123;2020-02-18;2;A1NT34;262.33
454124;2020-02-18;2;A1PD34;279.0
454125;2020-02-18;2;A1UT34;229.13
454399;2020-02-18;2;B1BT34;236.21
454400;2020-02-07;2;B1MR34;187.87
455001;2020-02-11;2;C1BO34;269.69
455004;2020-02-11;2;C1ER34;171.55
455005;2020-02-07;2;C1HR34;163.27
455009;2020-02-10;2;C1NP34;116.55
455010;2020-02-13;2;C1TL34;62.01
455011;2020-02-13;2;C1TX34;267.3
455580;2020-02-10;2;D1TE34;144.59
455679;2020-02-07;2;E1CL34;222.29
455683;2020-02-18;2;E1OG34;162.1
455684;2020-02-10;2;E1SE34;197.43
455690;2020-02-10;2;E1VR34;154.15
455696;2020-02-13;2;E1XC34;215.37
455963;2020-02-11;2;F1EC34;224.0
455965;2020-02-18;2;F1LS34;209.71
455973;2020-02-06;2;F1TV34;165.0
456134;2020-02-11;2;G1WW34;262.68
456336;2020-02-18;2;H1CA34;323.18
456573;2020-02-11;2;I1CE34;206.4
456574;2020-02-07;2;I1NF34;173.83
456580;2020-02-13;2;I1PG34;301.99
456824;2020-02-18;2;K1LA34;184.65
456931;2020-02-11;2;L1BT34;88.5
456932;2020-02-07;2;L1IN34;230.48
456936;2020-02-18;2;L1NC34;264.6
457088;2020-02-06;2;LWSA3;20.6
457097;2020-02-12;2;M1CB34;266.9
457098;2020-02-13;2;M1GM34;141.78
457099;2020-02-07;2;M1KC34;176.5
457166;2020-02-13;2;MDNE3;18.5
457382;2020-02-12;2;N1BL34;87.73
457383;2020-02-07;2;N1OV34;102.89
457384;2020-02-12;2;N1TA34;262.92
457548;2020-02-10;2;P1AY34;191.83
457549;2020-02-13;2;P1DT34;209.0
457550;2020-02-07;2;P1IO34;148.81
457554;2020-02-10;2;P1LD34;204.72
457555;2020-02-18;2;P1SX34;191.53
457771;2020-02-17;2;PRNR3;13.4
457843;2020-02-10;2;R1SG34;211.49
458187;2020-02-10;12;RVBI11;99.79
458193;2020-02-11;2;S1PO34;158.96
458474;2020-02-13;2;T1RI34;127.57
458475;2020-02-10;2;T1SC34;213.37
459028;2020-02-10;2;W1MC34;270.29
459117;2020-02-10;2;X1EL34;149.3
459193;2020-02-17;12;XPSF11;103.27
459226;2020-03-03;2;A1EN34;249.44
459232;2020-02-28;2;A1ES34;74.17
459234;2020-02-26;2;A1FL34;208.1
459238;2020-03-03;2;A1GI34;186.22
459239;2020-02-20;2;A1GN34;289.8
459245;2020-03-03;2;A1LK34;214.8
459246;2020-02-26;2;A1LL34;111.71
459259;2020-03-03;2;A1MP34;166.63
459266;2020-02-26;2;A1OS34;177.47
459273;2020-03-03;2;A1PH34;215.85
459274;2020-03-03;2;A1SU34;143.93
459275;2020-03-03;2;A1TT34;252.18
459278;2020-03-03;2;A1VY34;269.1
459572;2020-02-20;2;B1DX34;225.6
459573;2020-02-28;2;B1KR34;71.91
459584;2020-03-03;2;B1WA34;142.51
460036;2020-02-27;12;BREV11;110.0
460171;2020-03-02;2;C1AG34;125.7
460173;2020-03-02;2;C1AH34;240.45
460175;2020-02-20;2;C1BS34;131.2
460180;2020-02-28;2;C1CI34;162.79
460188;2020-02-28;2;C1FG34;142.87
460191;2020-02-28;2;C1FI34;160.91
460197;2020-03-03;2;C1MA34;120.62
460198;2020-02-27;2;C1MG34;175.6
460199;2020-02-21;2;C1NC34;287.1
460206;2020-02-21;2;C1OG34;64.08
460210;2020-02-20;2;C1PR34;206.72
460216;2020-02-19;2;C1XO34;172.99
460750;2020-02-28;2;D1EL34;182.71
460753;2020-02-28;2;D1FS34;143.67
460755;2020-02-28;2;D1HI34;239.84
460758;2020-02-28;2;D1IS34;144.25
460761;2020-03-03;2;D1LR34;147.2
460774;2020-02-27;2;D1VN34;72.59
460778;2020-02-28;2;D1XC34;107.0
460792;2020-02-27;2;DCVY35;105.49
460897;2020-02-27;2;E1IX34;161.02
460900;2020-02-28;2;E1MN34;134.76
460907;2020-02-28;2;E1QR34;166.49
460916;2020-03-03;2;E1TF34;207.5
460917;2020-02-27;2;E1TN34;214.01
460934;2020-02-19;2;E1XR34;121.42
461175;2020-02-19;2;F1AN34;171.63
461178;2020-03-03;2;F1BH34;287.92
461187;2020-02-27;2;F1LI34;212.86
461196;2020-02-28;2;F1RA34;97.59
461364;2020-02-28;2;G1LW34;106.6
461367;2020-02-28;2;G1MI34;211.59
461369;2020-02-19;2;G1RM34;226.49
461568;2020-02-28;2;H1BA34;54.11
461571;2020-02-27;2;H1BI34;55.2
461578;2020-02-28;2;H1ES34;123.49
461581;2020-02-28;2;H1FC34;143.45
461582;2020-03-03;2;H1IG34;240.33
461583;2020-02-27;2;H1LT34;218.25
461586;2020-02-28;2;H1OL34;208.7
461587;2020-02-28;2;H1PE34;55.55
461590;2020-03-02;2;H1RL34;192.29
461591;2020-02-28;2;H1ST34;65.49
461663;2020-02-20;12;HCTR12;1.6
461776;2020-02-21;12;HOSI11;99.56
461835;2020-02-20;2;I1FF34;294.0
461840;2020-03-02;2;I1PC34;169.03
461842;2020-03-03;2;I1RM34;143.02
461843;2020-02-21;2;I1SR34;268.19
461844;2020-03-03;2;I1TW34;196.3
461967;2020-02-27;2;J1WN34;155.77
462078;2020-02-28;2;K1EY34;71.86
462081;2020-03-03;2;K1IM34;80.63
462082;2020-03-02;2;K1RC34;132.38
462083;2020-03-03;2;K1SG34;218.17
462189;2020-03-02;2;L1EN34;277.73
462195;2020-02-21;2;L1KQ34;147.2
462349;2020-03-02;2;M1AS34;192.88
462351;2020-03-02;2;M1CH34;210.45
462358;2020-02-21;2;M1MC34;255.0
462360;2020-02-28;2;M1NS34;283.25
462361;2020-02-26;2;M1PC34;232.89
462368;2020-03-03;2;M1SC34;354.0
462369;2020-02-21;2;M1SI34;203.8
462371;2020-03-03;2;M1TB34;165.02
462372;2020-02-27;2;M1TT34;135.26
462648;2020-02-27;2;N1CL34;158.67
462652;2020-03-02;2;N1DA34;242.55
462654;2020-02-21;2;N1EM34;215.48
462659;2020-02-28;2;N1IS34;123.11
462662;2020-02-28;2;N1LS34;82.67
462666;2020-02-27;2;N1RG34;154.09
462669;2020-03-03;2;N1SC34;206.3
462672;2020-03-03;2;N1TR34;196.64
462673;2020-03-03;2;N1UE34;193.49
462674;2020-02-28;2;N1WL34;67.44
462677;2020-02-28;2;N1WS34;53.11
462845;2020-03-03;2;P1AC34;156.88
462848;2020-03-03;2;P1BC34;66.86
462851;2020-02-28;2;P1EA34;138.59
462853;2020-03-03;2;P1EG34;245.19
462854;2020-03-03;2;P1FG34;210.48
462855;2020-02-21;2;P1GR34;177.8
462857;2020-03-03;2;P1HC34;219.18
462858;2020-03-02;2;P1HM34;184.95
462864;2020-03-02;2;P1PL34;141.88
462865;2020-02-27;2;P1RG34;227.69
463067;2020-02-20;12;PORD12;2.2
463167;2020-02-27;2;Q1UA34;173.29
463192;2020-02-27;2;R1CL34;171.18
463196;2020-03-03;2;R1EG34;136.03
463197;2020-02-28;2;R1FC34;60.75
463200;2020-03-03;2;R1JF34;193.95
463201;2020-02-28;2;R1LC34;227.6
463488;2020-02-28;12;RFOF11;100.0
463577;2020-02-21;2;S1BA34;264.88
463578;2020-03-03;2;S1IV34;227.54
463579;2020-03-03;2;S1NP34;158.93
